Timestamp,Job Title,Company,Job URL,Reason
2026-09-19 08:46:32,Senior Staff Cloud Infrastructure Engineer,Toku,https://www.naukri.com/job-listings-senior-staff-cloud-infrastructure-engineer-toku-bengaluru-0-to-5-years-040926504518?src=directSearch&sid=1789807549417521&xp=8&px=1,External company site
2026-09-19 08:46:35,New Relic Engineer,IBU Consulting,https://www.naukri.com/job-listings-new-relic-engineer-ibu-consulting-bengaluru-1-to-5-years-090926502538,External company site
2026-09-19 08:46:38,New Relic Engineer,IBU Consulting,https://www.naukri.com/job-listings-new-relic-engineer-ibu-consulting-bengaluru-1-to-5-years-090926502538?src=directSearch&sid=1789807549417521&xp=9&px=1,External company site
2026-09-19 08:46:41,Kafka Engineer,Fractal Analytics,https://www.naukri.com/job-listings-kafka-engineer-fractal-analytics-ltd-bengaluru-2-to-6-years-280525504621,External company site
2026-09-19 08:46:44,Kafka Engineer,Fractal Analytics,https://www.naukri.com/job-listings-kafka-engineer-fractal-analytics-ltd-bengaluru-2-to-6-years-280525504621?src=directSearch&sid=1789807549417521&xp=10&px=1,External company site
2026-09-19 08:46:47,IFS Cloud Developer,Rockwell Automation,https://www.naukri.com/job-listings-ifs-cloud-developer-rockwell-automation-bengaluru-1-to-2-years-210526508344,External company site
2026-09-19 08:46:50,IFS Cloud Developer,Rockwell Automation,https://www.naukri.com/job-listings-ifs-cloud-developer-rockwell-automation-bengaluru-1-to-2-years-210526508344?src=directSearch&sid=1789807549417521&xp=11&px=1,External company site
2026-09-19 08:47:10,Senior Engineer - Cloud & Infra Management,Smartit Frame Software Services,https://www.naukri.com/job-listings-senior-engineer-cloud-infra-management-smart-it-frame-llc-bengaluru-1-to-2-years-270326503879,External company site
2026-09-19 08:47:12,Senior Engineer - Cloud & Infra Management,Smartit Frame Software Services,https://www.naukri.com/job-listings-senior-engineer-cloud-infra-management-smart-it-frame-llc-bengaluru-1-to-2-years-270326503879?src=directSearch&sid=1789807549417521&xp=14&px=1,External company site
2026-09-19 08:47:15,Sr Technical Lead-Cloud & Infra Engg,Birlasoft,https://www.naukri.com/job-listings-sr-technical-lead-cloud-infra-engg-birlasoft-india-limited-bengaluru-1-to-11-years-180926501928,External company site
2026-09-19 08:47:18,Sr Technical Lead-Cloud & Infra Engg,Birlasoft,https://www.naukri.com/job-listings-sr-technical-lead-cloud-infra-engg-birlasoft-india-limited-bengaluru-1-to-11-years-180926501928?src=directSearch&sid=1789807549417521&xp=15&px=1,External company site
2026-09-19 08:47:21,"Cloud Infrastructure, Network & Storage Engineer",E4 Software Services,https://www.naukri.com/job-listings-cloud-infrastructure-network-storage-engineer-e4-softwares-bengaluru-2-to-6-years-010926501333,External company site
2026-09-19 08:47:24,"Cloud Infrastructure, Network & Storage Engineer",E4 Software Services,https://www.naukri.com/job-listings-cloud-infrastructure-network-storage-engineer-e4-softwares-bengaluru-2-to-6-years-010926501333?src=directSearch&sid=1789807549417521&xp=16&px=1,External company site
2026-09-19 08:47:27,Engineer,Iflowtech Solutions,https://www.naukri.com/job-listings-engineer-iflowtech-solutions-private-limited-bengaluru-1-to-4-years-110926501538,External company site
2026-09-19 08:47:30,Engineer,Iflowtech Solutions,https://www.naukri.com/job-listings-engineer-iflowtech-solutions-private-limited-bengaluru-1-to-4-years-110926501538?src=directSearch&sid=1789807549417521&xp=17&px=1,External company site
2026-09-19 08:47:33,Agentic Engineer,C4scale,https://www.naukri.com/job-listings-agentic-engineer-c4scale-bengaluru-2-to-5-years-100626500140,External company site
2026-09-19 08:47:35,Agentic Engineer,C4scale,https://www.naukri.com/job-listings-agentic-engineer-c4scale-bengaluru-2-to-5-years-100626500140?src=directSearch&sid=1789807549417521&xp=18&px=1,External company site
2026-09-19 08:47:38,Technical Lead-Cloud & Infra Engg,Birlasoft,https://www.naukri.com/job-listings-technical-lead-cloud-infra-engg-birlasoft-india-limited-bengaluru-1-to-6-years-260826500260,External company site
2026-09-19 08:47:41,Technical Lead-Cloud & Infra Engg,Birlasoft,https://www.naukri.com/job-listings-technical-lead-cloud-infra-engg-birlasoft-india-limited-bengaluru-1-to-6-years-260826500260?src=directSearch&sid=1789807549417521&xp=19&px=1,External company site
2026-09-19 08:47:44,Geospatial Engineer,Satsure Analytics,https://www.naukri.com/job-listings-geospatial-engineer-satsure-analytics-india-pvt-ltd-bengaluru-2-to-3-years-170926503138,External company site
2026-09-19 08:47:47,Geospatial Engineer,Satsure Analytics,https://www.naukri.com/job-listings-geospatial-engineer-satsure-analytics-india-pvt-ltd-bengaluru-2-to-3-years-170926503138?src=directSearch&sid=1789807549417521&xp=20&px=1,External company site
2026-09-19 08:47:54,Infrastructure Engineer,Accenture,https://www.naukri.com/job-listings-infrastructure-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-070926926392,External company site
2026-09-19 08:47:57,Infrastructure Engineer,Accenture,https://www.naukri.com/job-listings-infrastructure-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-070926926392?src=directSearch&sid=17898076681869344&xp=3&px=2,External company site
2026-09-19 08:47:57,C++/Java Lead Software Developer,Opentext,https://www.naukri.com/job-listings-c-java-lead-software-developer-opentext-technologies-india-pvt-ltd-bengaluru-2-to-4-years-170926927172,"Excluded tech stack: Java, C++"
2026-09-19 08:48:00,Staff Software Engineer,CBA Cross Border Associates,https://www.naukri.com/job-listings-staff-software-engineer-cba-cross-border-associates-bengaluru-2-to-5-years-170926503558,External company site
2026-09-19 08:48:03,Staff Software Engineer,CBA Cross Border Associates,https://www.naukri.com/job-listings-staff-software-engineer-cba-cross-border-associates-bengaluru-2-to-5-years-170926503558?src=directSearch&sid=17898076681869344&xp=5&px=2,External company site
2026-09-19 08:48:22,Infra Tech Support Practitioner,Accenture,https://www.naukri.com/job-listings-infra-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-1-to-3-years-180926926323,External company site
2026-09-19 08:48:25,Infra Tech Support Practitioner,Accenture,https://www.naukri.com/job-listings-infra-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-1-to-3-years-180926926323?src=directSearch&sid=17898076681869344&xp=8&px=2,External company site
2026-09-19 08:48:28,AI/ML Engineer (Data Engineering + AI Focus),A.P. Moller Maersk,https://www.naukri.com/job-listings-ai-ml-engineer-data-engineering-ai-focus-maersk-global-service-centres-india-pvt-ltd-bengaluru-1-to-8-years-170926502024,External company site
2026-09-19 08:48:31,AI/ML Engineer (Data Engineering + AI Focus),A.P. Moller Maersk,https://www.naukri.com/job-listings-ai-ml-engineer-data-engineering-ai-focus-maersk-global-service-centres-india-pvt-ltd-bengaluru-1-to-8-years-170926502024?src=directSearch&sid=17898076681869344&xp=9&px=2,External company site
2026-09-19 08:48:34,"Staff Software Engineer (Hybrid, Bangalore)",Apollo.io,https://www.naukri.com/job-listings-staff-software-engineer-hybrid-bangalore-apollo-io-bengaluru-2-to-6-years-180926501876,External company site
2026-09-19 08:48:37,"Staff Software Engineer (Hybrid, Bangalore)",Apollo.io,https://www.naukri.com/job-listings-staff-software-engineer-hybrid-bangalore-apollo-io-bengaluru-2-to-6-years-180926501876?src=directSearch&sid=17898076681869344&xp=10&px=2,External company site
2026-09-19 08:48:40,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926917931,External company site
2026-09-19 08:48:42,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926917931?src=directSearch&sid=17898076681869344&xp=12&px=2,External company site
2026-09-19 08:48:45,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926919016,External company site
2026-09-19 08:48:48,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926919016?src=directSearch&sid=17898076681869344&xp=13&px=2,External company site
2026-09-19 08:48:51,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926918342,External company site
2026-09-19 08:48:54,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926918342?src=directSearch&sid=17898076681869344&xp=14&px=2,External company site
2026-09-19 08:48:57,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926918167,External company site
2026-09-19 08:49:00,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926918167?src=directSearch&sid=17898076681869344&xp=15&px=2,External company site
2026-09-19 08:49:03,IT Engineer,Ema Unlimited,https://www.naukri.com/job-listings-it-engineer-ema-unlimited-bengaluru-0-to-2-years-180926501987,External company site
2026-09-19 08:49:06,IT Engineer,Ema Unlimited,https://www.naukri.com/job-listings-it-engineer-ema-unlimited-bengaluru-0-to-2-years-180926501987?src=directSearch&sid=17898076681869344&xp=16&px=2,External company site
2026-09-19 08:49:18,Data Analyst,Leaz Edutech,https://www.naukri.com/job-listings-data-analyst-leaz-edutech-bengaluru-0-to-3-years-190626020642?src=directSearch&sid=17898076681869344&xp=17&px=2,No Apply button
2026-09-19 08:49:24,Software Development Engineer II,Viacom18,https://www.naukri.com/job-listings-software-development-engineer-ii-viacom-18-media-private-limited-bengaluru-2-to-4-years-170926502887,External company site
2026-09-19 08:49:27,Software Development Engineer II,Viacom18,https://www.naukri.com/job-listings-software-development-engineer-ii-viacom-18-media-private-limited-bengaluru-2-to-4-years-170926502887?src=directSearch&sid=17898076681869344&xp=18&px=2,External company site
2026-09-19 08:49:53,Site Reliability Engineer,Rupstech,https://www.naukri.com/job-listings-site-reliability-engineer-rupstech-private-limited-bengaluru-1-to-6-years-110926501334,External company site
2026-09-19 08:49:56,Site Reliability Engineer,Rupstech,https://www.naukri.com/job-listings-site-reliability-engineer-rupstech-private-limited-bengaluru-1-to-6-years-110926501334?src=directSearch&sid=17898077858453284&xp=3&px=3,External company site
2026-09-19 08:49:59,Site Reliability Engineer,Deutsche Bank,https://www.naukri.com/job-listings-site-reliability-engineer-deutsche-bank-bengaluru-0-to-5-years-160926501435,External company site
2026-09-19 08:50:02,Site Reliability Engineer,Deutsche Bank,https://www.naukri.com/job-listings-site-reliability-engineer-deutsche-bank-bengaluru-0-to-5-years-160926501435?src=directSearch&sid=17898077858453284&xp=5&px=3,External company site
2026-09-19 08:50:04,Software Engineer III - Forward Deployment Engineer (FDE),Pearson,https://www.naukri.com/job-listings-software-engineer-iii-forward-deployment-engineer-fde-pearson-bengaluru-1-to-3-years-140926503368,External company site
2026-09-19 08:50:07,Software Engineer III - Forward Deployment Engineer (FDE),Pearson,https://www.naukri.com/job-listings-software-engineer-iii-forward-deployment-engineer-fde-pearson-bengaluru-1-to-3-years-140926503368?src=directSearch&sid=17898077858453284&xp=6&px=3,External company site
2026-09-19 08:50:10,Software Development Engineer 1,WEX,https://www.naukri.com/job-listings-software-development-engineer-1-wex-inc-bengaluru-1-to-2-years-160926501619,External company site
2026-09-19 08:50:13,Software Development Engineer 1,WEX,https://www.naukri.com/job-listings-software-development-engineer-1-wex-inc-bengaluru-1-to-2-years-160926501619?src=directSearch&sid=17898077858453284&xp=7&px=3,External company site
2026-09-19 08:50:16,Software Development Engineer - 2,Coredgeio,https://www.naukri.com/job-listings-software-development-engineer-2-cor-edge-bengaluru-2-to-7-years-150926503325,External company site
2026-09-19 08:50:19,Software Development Engineer - 2,Coredgeio,https://www.naukri.com/job-listings-software-development-engineer-2-cor-edge-bengaluru-2-to-7-years-150926503325?src=directSearch&sid=17898077858453284&xp=8&px=3,External company site
2026-09-19 08:50:22,Staff Software Engineer,Pearson,https://www.naukri.com/job-listings-staff-software-engineer-pearson-bengaluru-1-to-4-years-140926503367,External company site
2026-09-19 08:50:25,Staff Software Engineer,Pearson,https://www.naukri.com/job-listings-staff-software-engineer-pearson-bengaluru-1-to-4-years-140926503367?src=directSearch&sid=17898077858453284&xp=9&px=3,External company site
2026-09-19 08:50:28,Platform Engineer,Quantiphi Analytics Solutions,https://www.naukri.com/job-listings-platform-engineer-quantiphi-analytics-solutions-pvt-ltd-bengaluru-1-to-6-years-100926500697,External company site
2026-09-19 08:50:31,Platform Engineer,Quantiphi Analytics Solutions,https://www.naukri.com/job-listings-platform-engineer-quantiphi-analytics-solutions-pvt-ltd-bengaluru-1-to-6-years-100926500697?src=directSearch&sid=17898077858453284&xp=10&px=3,External company site
2026-09-19 08:50:33,Sr AI/ML Engineer,Intelex Technologies Ulc,https://www.naukri.com/job-listings-sr-ai-ml-engineer-intelex-technologies-ulc-bengaluru-2-to-4-years-150926503104,External company site
2026-09-19 08:50:36,Sr AI/ML Engineer,Intelex Technologies Ulc,https://www.naukri.com/job-listings-sr-ai-ml-engineer-intelex-technologies-ulc-bengaluru-2-to-4-years-150926503104?src=directSearch&sid=17898077858453284&xp=11&px=3,External company site
2026-09-19 08:50:39,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926919370,External company site
2026-09-19 08:50:42,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926919370?src=directSearch&sid=17898077858453284&xp=12&px=3,External company site
2026-09-19 08:50:45,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926918993,External company site
2026-09-19 08:50:48,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926918993?src=directSearch&sid=17898077858453284&xp=13&px=3,External company site
2026-09-19 08:50:51,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926918625,External company site
2026-09-19 08:50:54,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926918625?src=directSearch&sid=17898077858453284&xp=14&px=3,External company site
2026-09-19 08:51:29,Spring Boot Developer,Soul Ai,https://www.naukri.com/job-listings-spring-boot-developer-soul-ai-bengaluru-2-to-4-years-150926922987,Excluded tech stack: Spring
2026-09-19 08:51:32,AI Infrastructure Architect,Accenture,https://www.naukri.com/job-listings-ai-infrastructure-architect-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926916473,External company site
2026-09-19 08:51:35,AI Infrastructure Architect,Accenture,https://www.naukri.com/job-listings-ai-infrastructure-architect-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926916473?src=directSearch&sid=17898077858453284&xp=18&px=3,External company site
2026-09-19 08:51:38,AI Engineer,Flam,https://www.naukri.com/job-listings-ai-engineer-flam-bengaluru-2-to-5-years-110926502836,External company site
2026-09-19 08:51:41,AI Engineer,Flam,https://www.naukri.com/job-listings-ai-engineer-flam-bengaluru-2-to-5-years-110926502836?src=directSearch&sid=17898077858453284&xp=19&px=3,External company site
2026-09-19 08:51:44,Custom Software Engineer,Accenture,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926917367,External company site
2026-09-19 08:51:46,Custom Software Engineer,Accenture,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-140926917367?src=directSearch&sid=17898077858453284&xp=20&px=3,External company site
2026-09-19 08:51:54,CI/CD - DevOps Software Engineer,Arivon Technologies,https://www.naukri.com/job-listings-ci-cd-devops-software-engineer-arivon-technologies-bengaluru-2-to-6-years-190924501307,External company site
2026-09-19 08:51:56,CI/CD - DevOps Software Engineer,Arivon Technologies,https://www.naukri.com/job-listings-ci-cd-devops-software-engineer-arivon-technologies-bengaluru-2-to-6-years-190924501307?src=directSearch&sid=17898079075764098&xp=3&px=4,External company site
2026-09-19 08:51:59,AI Software Engineer (Python/Java),Zimperium,https://www.naukri.com/job-listings-ai-software-engineer-python-java-zimperium-inc-bengaluru-1-to-6-years-190326502418,External company site
2026-09-19 08:52:02,AI Software Engineer (Python/Java),Zimperium,https://www.naukri.com/job-listings-ai-software-engineer-python-java-zimperium-inc-bengaluru-1-to-6-years-190326502418?src=directSearch&sid=17898079075764098&xp=4&px=4,External company site
2026-09-19 08:52:05,Cloud Engineer,Rupstech,https://www.naukri.com/job-listings-cloud-engineer-rupstech-private-limited-bengaluru-1-to-5-years-110926501328,External company site
2026-09-19 08:52:08,Cloud Engineer,Rupstech,https://www.naukri.com/job-listings-cloud-engineer-rupstech-private-limited-bengaluru-1-to-5-years-110926501328?src=directSearch&sid=17898079075764098&xp=5&px=4,External company site
2026-09-19 08:52:11,Full Stack Developer,Tech Stalwart Solution,https://www.naukri.com/job-listings-full-stack-developer-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-040225508253,External company site
2026-09-19 08:52:14,Full Stack Developer,Tech Stalwart Solution,https://www.naukri.com/job-listings-full-stack-developer-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-040225508253?src=directSearch&sid=17898079075764098&xp=6&px=4,External company site
2026-09-19 08:52:17,Software Engineer (Backend Engineer),Omnissa,https://www.naukri.com/job-listings-software-engineer-backend-engineer-omnissa-bengaluru-2-to-10-years-260626503123,External company site
2026-09-19 08:52:20,Software Engineer (Backend Engineer),Omnissa,https://www.naukri.com/job-listings-software-engineer-backend-engineer-omnissa-bengaluru-2-to-10-years-260626503123?src=directSearch&sid=17898079075764098&xp=8&px=4,External company site
2026-09-19 08:52:40,Staff Software Engineer (Infrastructure),Databricks,https://www.naukri.com/job-listings-staff-software-engineer-infrastructure-databricks-bengaluru-2-to-7-years-270226503247,External company site
2026-09-19 08:52:42,Staff Software Engineer (Infrastructure),Databricks,https://www.naukri.com/job-listings-staff-software-engineer-infrastructure-databricks-bengaluru-2-to-7-years-270226503247?src=directSearch&sid=17898079075764098&xp=10&px=4,External company site
2026-09-19 08:52:45,Staff Developer,Arctic Wolf Networks,https://www.naukri.com/job-listings-staff-developer-arctic-wolf-networks-bengaluru-0-to-2-years-040926501177,External company site
2026-09-19 08:52:48,Staff Developer,Arctic Wolf Networks,https://www.naukri.com/job-listings-staff-developer-arctic-wolf-networks-bengaluru-0-to-2-years-040926501177?src=directSearch&sid=17898079075764098&xp=11&px=4,External company site
2026-09-19 08:52:51,Operations Engineer,Accenture,https://www.naukri.com/job-listings-operations-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-100926933240,External company site
2026-09-19 08:52:54,Operations Engineer,Accenture,https://www.naukri.com/job-listings-operations-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-100926933240?src=directSearch&sid=17898079075764098&xp=12&px=4,External company site
2026-09-19 08:52:57,Application Support Engineer,Accenture,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-240826929970,External company site
2026-09-19 08:53:00,Application Support Engineer,Accenture,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-240826929970?src=directSearch&sid=17898079075764098&xp=13&px=4,External company site
2026-09-19 08:53:22,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-070926920593,External company site
2026-09-19 08:53:25,AI / ML Engineer,Accenture,https://www.naukri.com/job-listings-ai-ml-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-070926920593?src=directSearch&sid=17898079075764098&xp=15&px=4,External company site
2026-09-19 08:53:27,Sr Security Engineer,Greenlight Financial Technology,https://www.naukri.com/job-listings-sr-security-engineer-greenlight-financial-technology-bengaluru-2-to-4-years-110926500958,External company site
2026-09-19 08:53:30,Sr Security Engineer,Greenlight Financial Technology,https://www.naukri.com/job-listings-sr-security-engineer-greenlight-financial-technology-bengaluru-2-to-4-years-110926500958?src=directSearch&sid=17898079075764098&xp=16&px=4,External company site
2026-09-19 08:53:33,Sr Performance Test Analyst,EdgeVerve Systems,https://www.naukri.com/job-listings-sr-performance-test-analyst-edge-verve-bengaluru-2-to-5-years-080926500435,External company site
2026-09-19 08:53:36,Sr Performance Test Analyst,EdgeVerve Systems,https://www.naukri.com/job-listings-sr-performance-test-analyst-edge-verve-bengaluru-2-to-5-years-080926500435?src=directSearch&sid=17898079075764098&xp=17&px=4,External company site
2026-09-19 08:53:39,Software Development Engineer II,Viacom18,https://www.naukri.com/job-listings-software-development-engineer-ii-viacom-18-media-private-limited-bengaluru-2-to-4-years-090926500690,External company site
2026-09-19 08:53:42,Software Development Engineer II,Viacom18,https://www.naukri.com/job-listings-software-development-engineer-ii-viacom-18-media-private-limited-bengaluru-2-to-4-years-090926500690?src=directSearch&sid=17898079075764098&xp=18&px=4,External company site
2026-09-19 08:53:45,Senior Software Developer (Quantitative Solutions),Cfra Research,https://www.naukri.com/job-listings-senior-software-developer-quantitative-solutions-cfra-research-bengaluru-2-to-6-years-110926504647,External company site
2026-09-19 08:53:48,Senior Software Developer (Quantitative Solutions),Cfra Research,https://www.naukri.com/job-listings-senior-software-developer-quantitative-solutions-cfra-research-bengaluru-2-to-6-years-110926504647?src=directSearch&sid=17898079075764098&xp=19&px=4,External company site
2026-09-19 08:53:50,Data Scientist II,Hewlett Packard Enterprise,https://www.naukri.com/job-listings-data-scientist-ii-hewlett-packard-enterprise-bengaluru-2-to-3-years-100926503264,External company site
2026-09-19 08:53:53,Data Scientist II,Hewlett Packard Enterprise,https://www.naukri.com/job-listings-data-scientist-ii-hewlett-packard-enterprise-bengaluru-2-to-3-years-100926503264?src=directSearch&sid=17898079075764098&xp=20&px=4,External company site
